NUTScode,NUTSlevel,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
UKH1,2,297,,,,,,,,,,,,,,,,
UKJ4,2,1050,316,,,,,,,,,,,,,,,
UKK1,2,673,564,,,,,,,,,,,,,,,
UKK2,2,152,127,,,,,,,,,,,,,,,
UKL2,2,978,802,820,597,752,1049,1138,860,1894,1690,1503,1755,1704,,,,
UKM7,2,659,628,875,719,499,492,513,529,453,537,601,574,559,,,,
UKN0,2,765,594,,214,204,206,196,235,320,314,311,324,313,,,,
AT122,3,423,446,392,392,400,399,395,408,415,403,428,472,465,462,490,484,474
AT127,3,731,765,647,638,582,619,653,594,667,660,596,656,673,634,624,604,575
AT213,3,511,526,469,439,,445,,,375,380,451,498,517,440,492,513,361
AT221,3,289,264,112,,115,,,,,,,,,,,,
AT225,3,349,377,292,266,305,321,306,302,339,347,355,357,328,377,388,358,312
AT314,3,621,597,527,554,543,525,563,574,572,582,536,509,552,547,594,551,517
AT315,3,406,405,376,332,346,366,296,348,341,342,381,346,262,393,409,,281
AT323,3,497,405,369,413,407,430,395,271,270,302,319,356,352,343,338,386,328
AT331,3,244,233,213,192,212,215,218,207,226,224,208,220,221,219,204,207,183
AT335,,,,,,,,,,,,,,,,,246,289
BE323,3,1843,1692,1406,1443,1482,1449,1250,1070,986,987,678,983,1090,1130,1070,826,788
BE328,3,2267,2283,2131,1925,2136,2013,1939,2110,1823,1901,714,759,2339,2008,2100,2005,1839
BE331,3,303,283,283,233,270,243,272,304,294,192,230,296,220,214,221,231,209
BE332,3,1220,1210,1140,1060,1030,1040,1120,1180,1130,1180,1140,1160,1190,1260,1210,1180,976
BE334,3,1310,1240,900,1220,1190,1120,1190,1130,1100,1040,1010,985,817,582,396,551,492
BE343,3,439,487,374,449,478,443,446,454,475,479,461,421,419,372,413,373,369
BE352,3,976,1039,629,724,769,704,677,762,750,736,716,730,686,581,597,453,394
BG313,3,521,397,301,681,782,820,842,820,850,803,796,828.733629,811.185854,789.28441,809.058463,750.697369,915.931198
BG314,3,231,220,,,,,,,,,,,,,,,
BG315,3,746,877,417,,760,967,661,784,963,944,961,956,1000,824.134,740,804,735
BG331,3,1730,1520,,498,431,822,835,770,786,932,955,882.41,680.346,718.694,725.607,708.50413,697.929668
BG412,,,,,,,,,132,134,131,113,119.671,116.202,,110.928,102.306,102.357
BG421,3,106,112,,100,100,,,,,,,108.589,108.588,111.505,,,
BG422,3,342,360,268,,180,,,,,,,,,,,,
CH011,3,422,471,492,534,502,432,410,493,374,372,379,373,380,355,377,370,
CH021,3,446,475,453,535,490,516,538,511,521,503,437,475,473,362,360,347,
CH024,3,185,131,146,192,193,180,180,213,195,190,159,190,204,133,166,157,
CH033,3,994,1112,1125,1139,1115,1087,1006,1067,1023,1067,1025,1023,1004,1010,1005,1007,
CH056,3,693,637,586,518,568,401,414,455,377,428,455,436,413,440,436,439,
CY000,3,2610,2630,2320,1881,1660,1607,2360,3040,2700,2690,2780,2530,2380,2650,2560,2500,2619
CZ010,3,502,493,460,786,991,942,912,938,938,932,973,972.503,984.933,966.219,935.553,814.758,
CZ020,3,364,359,346,764,784,686,716,694,642,802,768,873.862,782.612,722.032,807.878,665.724,
CZ042,3,575,543,401,734,781,906,705,755,754,802,385,429.958,1046.674,1038.559,1041.973,1017.461,
CZ053,3,636,559,445,860,900,804,,,978,588.532,1169,1188.111,1236.474,1208.365,1.17365,0.981199,
CZ064,3,1056,1113,649,1556,1628,1388,1201,1331,1391,1306,1500,1745.715,1869.308,1658.599,1637.974,1409.624,
CZ071,3,1035,987,811,1504,1852,1538,1441,1648,1615,1725,1814,1972.457032,1867.567122,1777.654904,1860.646722,1869.732712,
CZ080,3,165,152,111,107,238,226,204,222,256,,286,313.936,300.046,294.46,274.868,269.054,
DE11C,3,503,432,930,507,509,1173,1051,1006,872,966,1183,607,658,643,564,590,451
DE123,3,366,324,336,473,455,962,882,1012,958,949,1026,551,477,495,490,509,401
DE128,3,559,491,997,469,530,521,485,444,448,848,1054,538,504,388,847,306,
DE132,3,101,,,,,,,,,,,,,,,,
DE139,3,215,188,171,166,180,321,115,100,113,182,181,180,181,170,153,162,
DE143,3,438,435,599,1032,1033,1047,856,1024,985,530,970,549,548,451,965,458,466
DE145,3,1353,1065,1334,1324,1486,1897,2864,2621,2661,3077,2559,1731,1561,1832,1919,1724,1380
DE21K,3,707,678,1322,716,1436,1388,1383,1511,1466,1529,1566,856,876,873,805,707,652
DE226,3,303,366,279,299,334,319,329,306,282,292,315,296,270,267,302,302,
DE232,3,164,168,153,168,154,174,,,,178,169,166,165,129,139,159,
DE239,3,973,836,877,871,942,915,931,950,872,1808,1803,751,965,865,1110,940,736
DE25C,3,317,292,499,539,592,589,648,676,497,676,653,339,363,345,336,348,304
DE26A,3,1251,1089,1023,1129,2014,2535,2423,2533,2309,2374,2025,1521,1540,1518,1526,1481,1341
DE27D,3,895,790,1419,1378,1460,1465,1430,1442,1503,1307,1407,847,817,838,839,721,851
DE409,3,1776,1676,1430,2954,3014,1690,1688,1697,1706,2726,3121,1600,1642,1689,1683,1570,1231
DE714,,,,,,,,,,,,,209,192,199,415,396,171
DE722,3,327,346,327,181,,,,,,,,,,,,,
DE723,,,,,,,,,,,,,289,287,256,291,288,270
DE732,,,,,,,,,,,,,217,200,212,379,195,182
DE916,3,393,412,353,411,412,402,355,338,336,366,350,324,328,314,325,312,295
DE929,3,1232,1180,1208,1090,1883,1229,1152,1192,1172,1293,1207,1860,1738,1223,1252,1086,978
DEA1A,3,265,250,221,257,280,294,264,270,261,249,240,486,450,203,243,242,228
DEA1C,3,2300,2330,1640,2150,2210,1960,1990,1960,2040,1920,1980,3880,1690,1510,1690,1760,1593
DEA28,3,223,212,,,,,,,,,,,,,,,
DEA37,3,1254,1197,1077,1028,2066,1213,2088,2385,2114,2102,2320,2291,2381,2355,2363,2285,980
DEA38,3,1571,1571,1585,2539,3013,2561,2866,2758,2583,2630,2864,2687,2438,1375,1506,1404,1296
DEA47,3,226,215,299,500,568,308,540,543,445,469,462,548,527,311,299,223,
DEA53,3,263,262,,,,,,,,,,,,,,,
DEA57,3,111,118,111,105,110,,103,,100,,,,,,,,
DEA58,3,934,831,710,810,772,781,775,847,1611,800,783,1676,811,670,768,682,580
DEA5B,3,2527,2561,4070,3573,4365,4401,4245,4390,4419,4827,4774,4697,4698,3762,3729,3589,2485
DEB14,3,179,190,152,,,,,,,,,,,,,,
DEB1A,3,365,336,279,326,349,316,348,319,330,312,301,312,306,303,330,288,261
DEB24,3,179,175,164,174,184,356,331,329,175,184,178,153,167,160,157,170,147
DEB3D,3,736,725,636,721,1379,1351,1329,1323,1314,1331,1311,675,744,757,808,1491,672
DEE08,3,1250,,,,,,,,1706,1704,1838,,,895,964,847,745
DEE09,3,1002,987,831,897,976,963,935,923,917,951,896,919,911,874,936,902,689.764034
DEE0C,3,927,739,636,604,772,1347,1247,1253,1206,1245,794,,,896,898,884,788
DEF0E,3,1150,1130,1140,1210,1130,1220,1100,1170,1170,1100,1070,1060,1080,1070,1050,962,982
DEG06,3,1160,1150,1110,1100,2260,2190,2028,2064,1958,2130,2230,1948,2170,2290,2250,2180,929
DK022,,,,,,,,,,,,,23.329,12.542,8.758,8.548,15.59431,7.073458
DK050,3,2760,2240,1510,1420,1680,1660,1650,1720,1780,2050,2280,2190.706,2189.152,2339.867,2248.048,1979.482,1704.341
EE009,3,2340,2380,1042,1248,1654,1528,1560,1638,796,680,1139,1115,1111,,,,
EL306,3,810,669,531,104,,,130,174,149,254,263,289,250,245,190.8,185,188
EL522,3,1140,1010,924,794,445,580,1020,942,697,851,844,616,719,603,678,597,670
EL613,3,2850,2630,1790,1440,955,1370,1330,1290,1320,1450,1330,1270,1250,1098,1080,1070,1064
EL632,3,1100,1110,942,978,379,680,758,882,815,738,671,717,770,569,724,572,714
EL641,3,2010,1980,1670,1550,672,672,1570,1730,1610,1720,1720,1700,1500,1330,1480,1299,1220
EL642,3,2680,2520,1589,1559,1184,866,1010,1080,934,1040,1100,8830,852,858,809,819,829
ES112,3,370,376,353,333,254,191,,,,,189,186,178,,163,,
ES120,3,1857,1506,1038,1204,1057,1108,1184,1296,1277,1227,1219,1207,1081,891,1114,547,1048
ES130,3,827,751,599,576,437,115,,407,370,304,,,383,526,,534,
ES212,3,486,,,446,411,340,262,345,296,,,304,,243,248,225,242
ES213,3,889,835,429,590,443,494,374,505,731,842,850,774,734,548,721,631,606
ES220,3,895,900,629,559,513,485,375,373,396,399,424,499,,395,,317,384
ES243,3,799,706,479,456,440,392,364,362,462,361,447,343,337,318,377,276,298
ES300,3,2066,1451,988,922,799,608,405,386,507,560,735,732,1133,554,748,708,676
ES413,3,1569,1429,1338,1226,1022,366,1235,1244,1262,1256,1161,1244,1066,1057,1053,1010,1049
ES414,3,566,486,433,457,386,248,200,226,267,272,248,250,285,236,326,246,321
ES425,3,3133,2354,1938,1583,1333,1175,685,642,646,649,409,288,1237,859,940,783,820
ES431,3,783,688,472,401,370,426,202,200,392,225,408,404,408,,469,,
ES511,3,2849,4010,3040,2947,2286,2433,2202,2352,2285,2498,2673,2856,2673,2398,2222,2287,2345
ES514,,,1010,1050,1060,986,756,172,744,848,730,779,708,699,832,808,,433
ES521,3,1190,800,702,744,637,671,642,802,874,677,690,624,500,633,572,469,531
ES523,3,1831,1751,1048,1395,1238,1079,1077,1199,1384,1392,1236,653,,552,392,359,852
ES532,3,460,355,166,134,126,259,250,229,233,229,226,,,,,,
ES611,3,1507,1343,1017,1028,879,1113,1253,1316,1281,1194,1079,1066,668,649,637,649,665
ES612,3,553,473,334,378,177,153,380,480,465,468,449,417,390,409,,,
ES613,3,279,330,463,511,456,321,,156,159,312,171,303,302,278,378,,
ES615,3,223,223,337,375,302,330,384,395,382,418,365,391,348,290,300,317,336
ES616,3,214,132,,,,,,,,,,,,,,,
ES617,3,704,784,600,627,606,393,574,712,690,866,852,853,638,662,,,667
ES618,3,1328,1282,1050,1001,1008,810,586,620,833,965,1017,960,894,910,999,1028,1076
ES620,3,526,425,121,114,,,,,,,,,,,,,
FI1B1,3,196,167,316,248,314,250,236,,,,,,,,,,
FI1C1,3,631,582,925,1049,1080,1050,994,1002,1002,984,1062,1082,1082,1062,1078,1018,810
FI1C5,3,363,444,334,226,238,,,,,202,750,698,660,640,736,752,492
FI1D1,,,,,,,,,,,,,240,,,,,
FI1D7,3,109,105,204,280,248,278,294,302,400,472,484,254,314,,,,
FI1D9,,,,,384,,320,348,358,310,316,322,318,240,268,340,290,330
FR103,3,338,353,116,337,359,346,347,290,300,236,192,193,225,114,162,,
FRB01,3,451,439,372,422,411,387,360,377,310,306,335,396,378,324,316,332,330
FRB03,3,181,185,166,150,141,143,186,181,111,102,100,,,,,,
FRB04,3,1190,289,299,280,270,224,267,229,207,239,229,259,272,246,275,244,232
FRC14,3,227,212,151,137,108,111,,,,,,,,,,,
FRC22,3,321,342,287,288,292,289,308,283,298,297,305,283,182,256,284,279,261
FRD11,3,358,369,331,341,334,327,279,332,290,272,309,321,305,311,310,287,283
FRD22,3,888,779,802,568,580,636,589,537,495,318,,,,,,,
FRE11,3,309,270,159,156,253,264,265,270,163,248,282,278,273,248,275,255,137
FRE12,3,2143,1665,1415,1537,1558,1462,1351,1319,1108,1119,1160,1282,1216,1084,1317,1182,989
FRF12,3,322,286,203,268,284,241,284,251,224,239,299,301,260,239,261,267,238
FRF23,3,895,725,814,751,839,769,847,735,705,700,602,820,774,772,549,855,705
FRF31,3,442,399,151,375,363,387,380,378,354,372,362,364,317,372,347,409,373
FRF32,3,904,843,,653,694,631,601,647,632,654,601,675,365,636,722,699,605
FRF33,3,589,571,190,445,497,511,487,493,515,516,521,517,534,434,508,453,425
FRG03,3,1313,1392,299,1146,1188,1182,1269,1221,1171,1159,1172,1216,1241,1188,1265,1149,1097
FRH04,3,165,142,,146,151,146,161,167,184,177,157,142,151,135,174,107,108
FRI14,,,,,,157,,117,,,,,,,,,,
FRI31,3,669,659,556,604,624,588,551,489,447,394,,,,,,,
FRI32,3,572,556,554,563,536,512,541,490,471,460,451,436,483,440,395,,
FRI33,3,752,702,660,669,691,697,649,629,522,522,562,559,591,519,592,586,528
FRJ11,3,624,582,166,502,471,417,413,390,428,473,515,521,533,553,555,504,436
FRJ12,3,638,521,171,526,529,456,484,486,510,496,483,535,537,504,582,496,435
FRJ23,3,612,612,217,492,495,368,377,345,329,404,455,487,489,381,308,472,481
FRK11,3,305,304,252,259,266,247,233,212,179,195,196,209,250,268,319,300,252
FRK22,3,661,641,535,515,556,495,492,445,429,519,594,603,598,555,668,676,619
FRK24,3,1170,1222,1033,1100,1221,1070,1072,1054,951,1014,1042,1007,1127,942,1075,1076,1008
FRK26,3,316,314,278,284,306,288,266,282,252,294,274,281,,263,270,308,240
FRL03,3,771,577,196,548,538,479,395,395,451,447,455,389,372,409,513,536,464
FRL04,3,905,936,274,800,776,760,781,765,748,746,869,997,818,617,909,714,615
HR025,,,,,,,,,490,522,517,601,645,667,667,674,702,615
HR035,,,,,,,,,1139,1006,831,1075,891,799,834,758,611,781
HR036,,,,,,,,,351,375,434,335,440,446,481,491,464,440
HU120,3,661,672,525,423,440,325,323,374,454,488,460,465.83,562.46,505.947,563.058,439.212,401.617
HU212,3,336,437,164,114,262,270,,101,,,117,120,100.94,107.406,,,121
HU231,3,812,751,477,392,403,309,287,322,293,389,494,645.47,587.93,447.055,508.268,431.133,261.578
HU311,3,693,688,460,403,,,,,,,,,,,,,
IE041,3,1040,909,722,656,498,548,390,606,683,719,731,806.63677,757.0801,742.599,1726.20634,1482.1033496,1268.66246
IE051,3,817,791,439,308,246,223,240,418,570,703,736,671.364637,628.340253,576.681182,766.0346304,714.857526,716.709934
IE062,3,2170,1890,1110,992,1014,1289,1318,1483,1455,1450,1499,1603.508588,1606.19654,1364.690241,1624.33,1439.029026,1375.5926986
ITC16,3,1739,1425,975,1240,1256,894,977,892,866,822,882,831.432,892.571,909.382,1073.714,927.915,811.40436
ITC18,,,297,264,158,273,197,,,,,,,,,,,
ITC41,3,1289,1214,1092,1324,1306,994,1101,1128,967,884,1000,1062.632,1076.312,975.028,1047.71,1022.771,970.465
ITC42,3,1080,933,705,559,530,529,209,,,,,,,,,,
ITC43,3,238,193,142,174,203,201,205,202,173,151,160,177.453,177.453,159.69,164.799,120.95,116.462
ITC46,3,1771,1630,1593,1540,1634,1468,1502,1612,589,1270,1413,1469.203,1410.51,1192.488,1162.78,1204.337,1149.703
ITC47,3,888,907,771,750,811,799,605,583,156,1031,1129,1164.869,1277.771,1123.366,1121.926,1114.975,1011.625
ITC48,3,212,199,160,117,115,112,,,,,,,,,,,
ITF11,3,347,319,223,211,238,208,261,228,175,176,191,169.808,196.214,139.357,203.945,160.242,173.95
ITF13,3,491,505,390,394,312,,,,,,,,,,,,
ITF21,3,848,733,554,536,526,427,437,445,456,466,434,437.633,637.19,612.451,722.992,662.398,689.345
ITF31,3,1088,965,859,654,715,537,368,384,523,461,414,,,,,,
ITF35,3,372,342,273,267,247,182,,,,,,,,,,,
ITF43,3,468,441,346,313,279,247,198,,,,,,,,,,
ITF45,3,921,910,585,847,716,607,683,603,554,404,209,419.638,420.295,403.973,463.376,268.253,192.643
ITF48,3,649,583,461,477,422,313,325,313,383,331,306,305.647,307.73978,290.329,311.32401,275.506,326.74486
ITF51,,,106,393,352,366,267,278,317,321,301,258,268.896,319.98,267.428,325.66,257.538,246.15396
ITF52,3,442,404,362,292,446,331,449,502,,543,499,519.681,457.515,394.824,477.875,394.573,390.621
ITF61,3,462,392,301,360,227,249,126,137,,,,,,,,,
ITF62,3,394,354,344,,,239,183,,212,157,,,,,,,
ITF63,,,,,,,,,,,,,154.4955,,143.9019,147.0703,157.9583,164.08058
ITF64,3,382,441,254,272,253,122,,,,,,,,,,,
ITG12,3,499,458,317,415,390,320,374,363,,335,257,253.36,257.527,223.121,291.904,283.188,263.673
ITG14,3,486,463,333,280,232,114,,,,,,,,,,,
ITG18,3,792,772,520,703,521,471,495,560,523,359,285,271.911,278.864,333.222,333.841,322.083,281.353
ITG19,3,732,652,415,526,454,488,492,476,446,432,479,508.057,392.6305,446.267,510.167,419.549,395.619441
ITG2E,3,275,243,199,161,113,131,,,,129,,135.88,140.06533,146.309,141.1476,145.467,149.275537
ITG2H,3,534,540,416,373,352,299,290,295,,284,283,281.635,284.76,170.944,245.52,207.554,129.774
ITH20,3,192,183,118,143,116,111,121,165,,,,,,,,,101.326
ITH31,3,512,521,422,422,396,131,153,,,,,,,,126.945,147.613,145.472
ITH33,3,196,163,139,178,155,123,118,,,,,,,,,,
ITH34,3,831,751,640,569,552,387,466,437,431,466,479,167.295,367.739,483.645,548.874,520.887,525.206
ITH36,3,1662,1626,1113,971,860,760,368,381,,373,492,434.548,407.983,340.675,342.306,348.628,349.657249
ITH41,3,874,740,693,822,731,595,540,477,,380,380,416.354,429.65845,348.659,438.034,315.027,423.06601
ITH44,3,293,283,188,188,195,113,,,,,,,,,,,
ITH51,3,1305,1151,1116,1152,1002,816,764,655,700,718,738,806.512,863.31448,830.355,993.02547,855.211,818.363336
ITH59,3,186,163,,,,,,,,,,,,,,,
ITI14,3,382,468,363,289,299,116,136,134,,107,269,,208.10565,,,,
ITI18,3,711,615,419,452,464,351,335,330,336,325,351,322.384,441.48,350.803,410.61,397.954,402.31
ITI21,3,1589,2264,2144,1973,1892,1566,1276,1320,1234,1225,1235,1022.935,1019.461,942.059,919.76,800.327,818.661
ITI22,3,359,311,,290,289,286,268,212,176,158,183,169.2296,168.216,168.698,194.60776,163.348,159.502
ITI33,3,353,305,285,257,268,181,130,159,,,,,,,,,
ITI43,3,1952,1544,1316,1315,1334,963,875,873,478,814,836,810.077,899.998,808.554,982.577,804.154,710.204349
ITI44,3,105,,,,,,,,,,,,,,,,
LT026,,,902,585,594,663,815,955,807,843,741,735,2.37,968,865,982,982,
LU000,3,678,641,620,624,640,595,600,586,548,591,599,591,632,629,580,599,381
LV003,3,363,358,328,670,,835,776,802,678,506,639,808,794,779,752,750,744
NO060,,,,,414,,,366,380,386,356,334,,,,,,
NO071,3,876,829,838,726,705,676,606,643,548,593,789,,,,,,
NO091,3,1834,1738,1752,579,1612,1607,1919,1952,1841,1582,1661,,,,,,
PL213,3,128,,,,,,,,,,,,,,,,
PL224,3,530,445,342,359,399,322,261,280,466,484,454,492,391,510,528,541,409
PL524,3,3096,2950,2615,2684,3371,2821,2360,2941,2711,2776,2993,3648,3557,684,3672,3588,3309
PL617,3,1289,1183,1090,1328,1422,1280,1181,1345,1220,1377,1333,1437,1527,1401,1356,1615,1374
PL714,3,1280,1010,870,1150,1550,1390,1450,1500,1380,1540,1530,1550,1550,1550,1590,1650,1340
PL721,3,963,965,888,927,967,861,913,688,728,1030,906,1040,1040,1060,1150,1050,917
PL722,3,3827,3632,2928,3037,3778,3273,2970,3235,3299,3169,3456,3912,3816,3678,3140,3487,2949
PL812,3,1310,1180,1190,1410,1480,1220,1130,1220,1000,,1070,1090,1150,1140,1150,1170,854
PT150,3,516,476,342,345,172,321,363,320,370,252,273,266,283,331,257,262,256
PT16B,3,460,436,402,418,333,288,252,294,252,,273,267,240,235,,,
PT16E,3,1770,1660,1120,1380,1210,1040,951,1140,1250,880,864,890,892,863,866,868,842
PT16F,3,769,739,670,658,585,494,385,401,366,,369,354,385,360,448,454,464
PT170,3,3180,3040,2680,2690,2300,1999,2485,2740,2400,1910,2270,1826,1813,2028,1853,2021,1778
PT185,3,153,277,252,277,277,318,322,354,376,,106,385,368,342,353,316,353
RO111,3,1996,2150,756,755,874,792,788,814,942,799,902,940,1050,1040,1100,966,893
RO122,3,1721,1856,684,599,636,693,611,634,845,754,724,747,758,810,862,869,801
RO214,3,1445,1386,581,554,639,586,586,598,568,562,587,612,731,911,832,531,546
RO223,3,3730,3410,731,520,626,860,528,651,849,983,973,1008,1049,979,996,941,854
RO311,3,1632,1786,918,719,815,807,744,937,1093,1047,1082,1279,1227,1227,1206,1131,1044
RO313,3,1758,1638,1578,1364,632,641,478,566,607,698,762,733,878,880,911,817,649
RO412,3,103,,,,,,,,,,,,,,,,
RO423,3,1396,1479,458,628,653,504,469,480,485,514,547,577,664,616,778,444,614
SE125,3,448,468,304,432,498,424,417,438,440,476,480,402,404,380,406,390,316.315124
SE213,3,478,558,490,495,520,515,466,514,502,477,507,481,,,,,
SE214,3,2042.5,3428,2170,3408,3582,4042,3588,3532,3982,3640,3640,3474,3102,3302,3060,3152,3121.002762
SE232,3,648,780,645,706,720,681,644,686,702,754,807,875,864,900,862,796,664.008
SE312,3,120,240,,,,,,,,,,,,,,,
SE332,,,210,,,,220,206.5,,,,,,,,,,
SI035,3,366,360,214,194,,,198,141,,,,,,,,,
SI043,3,1064,1227,967,756,803,914,885,1088,1106,1106,1179,1422.24278,1471.01472,1352.795931,1338.264169,1526.343278,1293.213355
SK010,3,970,962,829,718,825,748,662,820,802,949,927,876,935,963,958,939,
SK022,3,871,918,787,692,801,793,824,905,867,811,846,833,833,816,781,750,
SK031,3,192,146,115,131,149,127,122,124,,118,105,113,120,,106,120,
SK032,,,120,437,573,477,484,339,330,304,357,347,369,357,316,317,266,
SK042,3,1122,1182,951,926,978,823,791,758,804,815,871,871,848,787,935,871,
UKC14,3,245,256,222,242,,242,237,225,225,,,,,,,,
UKD12,3,377,329,243,264,258,270,297,301,272,208,184,176,195,,,,
UKD45,3,652,564,760,1040,1056,642,903,1149,1203,1176,1145,1112,892,,,,
UKE13,3,565,498,344,343,343,317,545,461,835,985,1046,869,866,,,,
UKF12,3,454,395,242,348,336,690,696,335,317,262,369,399,394,,,,
UKF13,3,2374,2213,1915,2796,3934,3728,2094,2629,2136,1243,2029,2244,1401,,,,
UKF22,3,992,869,1310,1390,1458,1120,1366,1202,1236,1303,1224,1233,1365,,,,
UKG13,3,1320,1220,1210,1210,1310,1090,1180,1270,1140,1270,1170,1160,1180,,,,
UKG24,3,671,657,541,596,614,574,828,606,1107,1084,1038,1158,1124,,,,
UKH12,3,297,,,,,,,,,,,,,,,,
UKJ43,3,1050,316,,,,,,,,,,,,,,,
UKK15,3,673,564,,,,,,,,,,,,,,,
UKK23,3,152,127,,,,,,,,,,,,,,,
UKL22,3,378,305,249,285,324,282,332,375,919,656,656,664,736,,,,
UKL23,3,600,497,571,312,428,767,806,485,975,1034,847,1091,968,,,,
UKM73,3,659,628,875,719,499,492,513,529,453,537,601,574,559,,,,
UKN0B,3,354,327,,214,204,206,196,235,320,314,311,324,313,,,,
UKN0G,3,411,267,,,,,,,,,,,,,,,
